temp0557.dat	10.1.10.15
temp0350.dat	10.1.10.15
temp0611.dat	10.1.10.15
temp0360.dat	10.1.10.15
temp486.dat	10.1.10.15
temp575.dat	10.1.10.15
temp658.dat	10.1.10.15
temp272.dat	10.1.10.15
temp514.dat	10.1.10.15
temp410.dat	10.1.10.15
temp0112.dat	10.1.10.15
temp644.dat	10.1.10.15
temp0824.dat	10.1.10.15
temp811.dat	10.1.10.15
temp0092.dat	10.1.10.15
temp243.dat	10.1.10.15
temp0593.dat	10.1.10.15
temp0890.dat	10.1.10.15
temp911.dat	10.1.10.15
temp0066.dat	10.1.10.15
temp0794.dat	10.1.10.15
temp0041.dat	10.1.10.15
temp0562.dat	10.1.10.15
temp173.dat	10.1.10.15
temp799.dat	10.1.10.15
temp0708.dat	10.1.10.15
temp538.dat	10.1.10.15
temp0170.dat	10.1.10.15
temp0299.dat	10.1.10.15
temp0854.dat	10.1.10.15
temp225.dat	10.1.10.15
temp0156.dat	10.1.10.15
temp532.dat	10.1.10.15
temp0673.dat	10.1.10.15
temp280.dat	10.1.10.15
temp0760.dat	10.1.10.15
temp0239.dat	10.1.10.15
temp0782.dat	10.1.10.15
temp0004.dat	10.1.10.15
temp0011.dat	10.1.10.15
temp329.dat	10.1.10.15
temp0263.dat	10.1.10.15
temp639.dat	10.1.10.15
temp457.dat	10.1.10.15
temp0431.dat	10.1.10.15
temp247.dat	10.1.10.15
temp127.dat	10.1.10.15
temp754.dat	10.1.10.15
temp0710.dat	10.1.10.15
temp0675.dat	10.1.10.15
temp0773.dat	10.1.10.15
temp0214.dat	10.1.10.15
temp0124.dat	10.1.10.15
temp0008.dat	10.1.10.15
temp0220.dat	10.1.10.15
temp0454.dat	10.1.10.15
temp722.dat	10.1.10.15
temp0811.dat	10.1.10.15
temp0668.dat	10.1.10.15
temp0986.dat	10.1.10.15
temp455.dat	10.1.10.15
temp0626.dat	10.1.10.15
temp864.dat	10.1.10.15
temp0652.dat	10.1.10.15
temp0358.dat	10.1.10.15
temp0923.dat	10.1.10.15
temp500.dat	10.1.10.15
temp566.dat	10.1.10.15
temp780.dat	10.1.10.15
temp0254.dat	10.1.10.15
temp0503.dat	10.1.10.15
temp112.dat	10.1.10.15
temp977.dat	10.1.10.15
temp0064.dat	10.1.10.15
temp0974.dat	10.1.10.15
temp403.dat	10.1.10.15
temp318.dat	10.1.10.15
temp0290.dat	10.1.10.15
temp0248.dat	10.1.10.15
temp0538.dat	10.1.10.15
temp0569.dat	10.1.10.15
temp415.dat	10.1.10.15
temp001.dat	10.1.10.15
temp0546.dat	10.1.10.15
temp0135.dat	10.1.10.15
temp136.dat	10.1.10.15
temp0032.dat	10.1.10.15
temp0500.dat	10.1.10.15
temp0419.dat	10.1.10.15
temp166.dat	10.1.10.15
temp258.dat	10.1.10.15
temp105.dat	10.1.10.15
temp0507.dat	10.1.10.15
temp044.dat	10.1.10.15
temp817.dat	10.1.10.15
temp979.dat	10.1.10.15
temp943.dat	10.1.10.15
temp108.dat	10.1.10.15
temp0654.dat	10.1.10.15
temp055.dat	10.1.10.15
temp0717.dat	10.1.10.15
temp924.dat	10.1.10.15
temp0169.dat	10.1.10.15
temp0298.dat	10.1.10.15
temp380.dat	10.1.10.15
temp0980.dat	10.1.10.15
temp892.dat	10.1.10.15
temp218.dat	10.1.10.15
temp0863.dat	10.1.10.15
temp0228.dat	10.1.10.15
temp0892.dat	10.1.10.15
temp086.dat	10.1.10.15
temp996.dat	10.1.10.15
temp0479.dat	10.1.10.15
temp009.dat	10.1.10.15
temp070.dat	10.1.10.15
temp328.dat	10.1.10.15
temp0778.dat	10.1.10.15
temp0411.dat	10.1.10.15
temp0046.dat	10.1.10.15
temp625.dat	10.1.10.15
temp0422.dat	10.1.10.15
temp0244.dat	10.1.10.15
temp604.dat	10.1.10.15
temp221.dat	10.1.10.15
temp0371.dat	10.1.10.15
temp0377.dat	10.1.10.15
temp0404.dat	10.1.10.15
temp0559.dat	10.1.10.15
temp0425.dat	10.1.10.15
temp902.dat	10.1.10.15
temp0805.dat	10.1.10.15
temp0883.dat	10.1.10.15
temp0991.dat	10.1.10.15
temp0227.dat	10.1.10.15
temp075.dat	10.1.10.15
temp177.dat	10.1.10.15
temp0840.dat	10.1.10.15
temp0712.dat	10.1.10.15
temp0727.dat	10.1.10.15
temp0861.dat	10.1.10.15
temp0416.dat	10.1.10.15
temp0308.dat	10.1.10.15
temp347.dat	10.1.10.15
temp680.dat	10.1.10.15
temp0460.dat	10.1.10.15
temp0132.dat	10.1.10.15
temp0660.dat	10.1.10.15
temp0285.dat	10.1.10.15
temp534.dat	10.1.10.15
temp0329.dat	10.1.10.15
temp0363.dat	10.1.10.15
temp205.dat	10.1.10.15
temp0494.dat	10.1.10.15
temp529.dat	10.1.10.15
temp742.dat	10.1.10.15
temp0917.dat	10.1.10.15
temp078.dat	10.1.10.15
temp0634.dat	10.1.10.15
temp837.dat	10.1.10.15
temp528.dat	10.1.10.15
temp183.dat	10.1.10.15
temp0780.dat	10.1.10.15
temp0023.dat	10.1.10.15
temp0664.dat	10.1.10.15
temp200.dat	10.1.10.15
temp120.dat	10.1.10.15
temp0704.dat	10.1.10.15
temp735.dat	10.1.10.15
temp478.dat	10.1.10.15
temp688.dat	10.1.10.15
temp037.dat	10.1.10.15
temp199.dat	10.1.10.15
temp404.dat	10.1.10.15
temp0020.dat	10.1.10.15
temp0869.dat	10.1.10.15
temp176.dat	10.1.10.15
temp0837.dat	10.1.10.15
temp0241.dat	10.1.10.15
temp797.dat	10.1.10.15
temp573.dat	10.1.10.15
temp0718.dat	10.1.10.15
temp814.dat	10.1.10.15
temp708.dat	10.1.10.15
temp0213.dat	10.1.10.15
temp0865.dat	10.1.10.15
temp0586.dat	10.1.10.15
temp435.dat	10.1.10.15
temp0086.dat	10.1.10.15
temp0903.dat	10.1.10.15
temp0962.dat	10.1.10.15
temp0633.dat	10.1.10.15
temp0920.dat	10.1.10.15
temp367.dat	10.1.10.15
temp0448.dat	10.1.10.15
temp0012.dat	10.1.10.15
temp0965.dat	10.1.10.15
temp084.dat	10.1.10.15
temp0706.dat	10.1.10.15
temp0575.dat	10.1.10.15
temp065.dat	10.1.10.15
temp681.dat	10.1.10.15
temp0819.dat	10.1.10.15
temp0171.dat	10.1.10.15
temp340.dat	10.1.10.15
temp0823.dat	10.1.10.15
temp0984.dat	10.1.10.15
temp0138.dat	10.1.10.15
temp0736.dat	10.1.10.15
temp0848.dat	10.1.10.15
temp675.dat	10.1.10.15
temp0457.dat	10.1.10.15
temp0613.dat	10.1.10.15
temp068.dat	10.1.10.15
temp274.dat	10.1.10.15
temp0317.dat	10.1.10.15
temp0812.dat	10.1.10.15
temp309.dat	10.1.10.15
temp0934.dat	10.1.10.15
temp495.dat	10.1.10.15
temp0801.dat	10.1.10.15
temp937.dat	10.1.10.15
temp058.dat	10.1.10.15
temp672.dat	10.1.10.15
temp0280.dat	10.1.10.15
temp0300.dat	10.1.10.15
temp988.dat	10.1.10.15
temp0326.dat	10.1.10.15
temp0882.dat	10.1.10.15
temp099.dat	10.1.10.15
temp0761.dat	10.1.10.15
temp972.dat	10.1.10.15
temp0781.dat	10.1.10.15
temp998.dat	10.1.10.15
temp929.dat	10.1.10.15
temp913.dat	10.1.10.15
temp0856.dat	10.1.10.15
temp125.dat	10.1.10.15
temp393.dat	10.1.10.15
temp0076.dat	10.1.10.15
temp344.dat	10.1.10.15
temp0994.dat	10.1.10.15
temp0936.dat	10.1.10.15
temp232.dat	10.1.10.15
temp0330.dat	10.1.10.15
temp0219.dat	10.1.10.15
temp394.dat	10.1.10.15
temp0114.dat	10.1.10.15
temp0398.dat	10.1.10.15
temp402.dat	10.1.10.15
temp0764.dat	10.1.10.15
temp0817.dat	10.1.10.15
temp0738.dat	10.1.10.15
temp0687.dat	10.1.10.15
temp0565.dat	10.1.10.15
temp668.dat	10.1.10.15
temp836.dat	10.1.10.15
temp229.dat	10.1.10.15
temp0332.dat	10.1.10.15
temp0517.dat	10.1.10.15
temp049.dat	10.1.10.15
temp0692.dat	10.1.10.15
temp0682.dat	10.1.10.15
temp0955.dat	10.1.10.15
temp698.dat	10.1.10.15
temp321.dat	10.1.10.15
temp141.dat	10.1.10.15
temp0740.dat	10.1.10.15
temp846.dat	10.1.10.15
temp0344.dat	10.1.10.15
temp867.dat	10.1.10.15
temp645.dat	10.1.10.15
temp0488.dat	10.1.10.15
temp0590.dat	10.1.10.15
temp666.dat	10.1.10.15
temp033.dat	10.1.10.15
temp755.dat	10.1.10.15
temp028.dat	10.1.10.15
temp126.dat	10.1.10.15
temp0195.dat	10.1.10.15
temp325.dat	10.1.10.15
temp215.dat	10.1.10.15
temp353.dat	10.1.10.15
temp0597.dat	10.1.10.15
temp0185.dat	10.1.10.15
temp161.dat	10.1.10.15
temp013.dat	10.1.10.15
temp431.dat	10.1.10.15
temp0870.dat	10.1.10.15
temp452.dat	10.1.10.15
temp950.dat	10.1.10.15
temp093.dat	10.1.10.15
temp0827.dat	10.1.10.15
temp257.dat	10.1.10.15
temp0069.dat	10.1.10.15
temp307.dat	10.1.10.15
temp908.dat	10.1.10.15
temp581.dat	10.1.10.15
